"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"1607","Female","Black","Highschool","FL","Age_18-29","unemployed",32131,50,0.00155612959447263
"1608","Female","Black","Highschool","FL","Age_30-44","employed",32131,108,0.00336123992406088
"1609","Female","Black","Highschool","FL","Age_30-44","unemployed",32131,46,0.00143163922691482
"1610","Female","Black","Highschool","FL","Age_45-59","employed",32131,138,0.00429491768074445
"1611","Female","Black","Highschool","FL","Age_45-59","unemployed",32131,71,0.00220970402415113
"1612","Female","Black","Highschool","FL","Age_60-74","employed",32131,50,0.00155612959447263
"1613","Female","Black","Highschool","FL","Age_60-74","unemployed",32131,125,0.00389032398618157
"1614","Female","Black","Highschool","FL","Age_75+","employed",32131,7,0.000217858143226168
"1615","Female","Black","Highschool","FL","Age_75+","unemployed",32131,77,0.00239643957548785
"1616","Female","Black","Less than highschool","FL","Age_18-29","employed",32131,5,0.000155612959447263
"1617","Female","Black","Less than highschool","FL","Age_18-29","unemployed",32131,2,6.22451837789051e-05
"1618","Female","Black","Less than highschool","FL","Age_30-44","employed",32131,4,0.00012449036755781
"1619","Female","Black","Less than highschool","FL","Age_30-44","unemployed",32131,8,0.00024898073511562
"1620","Female","Black","Less than highschool","FL","Age_45-59","employed",32131,11,0.000342348510783978
"1621","Female","Black","Less than highschool","FL","Age_45-59","unemployed",32131,9,0.000280103327005073
"1622","Female","Black","Less than highschool","FL","Age_60-74","employed",32131,11,0.000342348510783978
"1623","Female","Black","Less than highschool","FL","Age_60-74","unemployed",32131,24,0.000746942205346861
"1624","Female","Black","Less than highschool","FL","Age_75+","employed",32131,3,9.33677756683577e-05
"1625","Female","Black","Less than highschool","FL","Age_75+","unemployed",32131,37,0.00115153589990974
"1626","Female","Black","Undergraduates or similar degree","FL","Age_18-29","employed",32131,189,0.00588216986710653
"1627","Female","Black","Undergraduates or similar degree","FL","Age_18-29","unemployed",32131,47,0.00146276181880427
"1628","Female","Black","Undergraduates or similar degree","FL","Age_30-44","employed",32131,233,0.00725156391024244
"1629","Female","Black","Undergraduates or similar degree","FL","Age_30-44","unemployed",32131,30,0.000933677756683577
"1630","Female","Black","Undergraduates or similar degree","FL","Age_45-59","employed",32131,199,0.00619339578600106
"1631","Female","Black","Undergraduates or similar degree","FL","Age_45-59","unemployed",32131,51,0.00158725218636208
"1632","Female","Black","Undergraduates or similar degree","FL","Age_60-74","employed",32131,75,0.00233419439170894
"1633","Female","Black","Undergraduates or similar degree","FL","Age_60-74","unemployed",32131,99,0.0030811365970558
"1634","Female","Black","Undergraduates or similar degree","FL","Age_75+","employed",32131,3,9.33677756683577e-05
"1635","Female","Black","Undergraduates or similar degree","FL","Age_75+","unemployed",32131,46,0.00143163922691482
"1636","Female","Others","Graduates or higher degree","FL","Age_18-29","employed",32131,98,0.00305001400516635
"1637","Female","Others","Graduates or higher degree","FL","Age_18-29","unemployed",32131,7,0.000217858143226168
"1638","Female","Others","Graduates or higher degree","FL","Age_30-44","employed",32131,386,0.0120133204693287
"1639","Female","Others","Graduates or higher degree","FL","Age_30-44","unemployed",32131,59,0.0018362329214777
"1640","Female","Others","Graduates or higher degree","FL","Age_45-59","employed",32131,359,0.0111730104883135
"1641","Female","Others","Graduates or higher degree","FL","Age_45-59","unemployed",32131,71,0.00220970402415113
"1642","Female","Others","Graduates or higher degree","FL","Age_60-74","employed",32131,177,0.0055086987644331
"1643","Female","Others","Graduates or higher degree","FL","Age_60-74","unemployed",32131,330,0.0102704553235193
"1644","Female","Others","Graduates or higher degree","FL","Age_75+","employed",32131,21,0.000653574429678504
"1645","Female","Others","Graduates or higher degree","FL","Age_75+","unemployed",32131,155,0.00482400174286515
"1646","Female","Others","Highschool","FL","Age_18-29","employed",32131,373,0.0116087267747658
"1647","Female","Others","Highschool","FL","Age_18-29","unemployed",32131,211,0.00656686688867449
"1648","Female","Others","Highschool","FL","Age_30-44","employed",32131,437,0.0136005726556908
"1649","Female","Others","Highschool","FL","Age_30-44","unemployed",32131,212,0.00659798948056394
"1650","Female","Others","Highschool","FL","Age_45-59","employed",32131,678,0.0211011173010488
"1651","Female","Others","Highschool","FL","Age_45-59","unemployed",32131,389,0.012106688244997
"1652","Female","Others","Highschool","FL","Age_60-74","employed",32131,346,0.0107684167937506
"1653","Female","Others","Highschool","FL","Age_60-74","unemployed",32131,1043,0.032460863340699
"1654","Female","Others","Highschool","FL","Age_75+","employed",32131,31,0.000964800348573029
"1655","Female","Others","Highschool","FL","Age_75+","unemployed",32131,961,0.0299088108057639
"1656","Female","Others","Less than highschool","FL","Age_18-29","employed",32131,16,0.000497961470231241
"1657","Female","Others","Less than highschool","FL","Age_18-29","unemployed",32131,22,0.000684697021567956
"1658","Female","Others","Less than highschool","FL","Age_30-44","employed",32131,33,0.00102704553235193
"1659","Female","Others","Less than highschool","FL","Age_30-44","unemployed",32131,43,0.00133827145124646
"1660","Female","Others","Less than highschool","FL","Age_45-59","employed",32131,62,0.00192960069714606
"1661","Female","Others","Less than highschool","FL","Age_45-59","unemployed",32131,48,0.00149388441069372
"1662","Female","Others","Less than highschool","FL","Age_60-74","employed",32131,21,0.000653574429678504
"1663","Female","Others","Less than highschool","FL","Age_60-74","unemployed",32131,89,0.00276991067816128
"1664","Female","Others","Less than highschool","FL","Age_75+","employed",32131,4,0.00012449036755781
"1665","Female","Others","Less than highschool","FL","Age_75+","unemployed",32131,144,0.00448165323208117
"1666","Female","Others","Undergraduates or similar degree","FL","Age_18-29","employed",32131,890,0.0276991067816128
"1667","Female","Others","Undergraduates or similar degree","FL","Age_18-29","unemployed",32131,264,0.00821636425881547
"1668","Female","Others","Undergraduates or similar degree","FL","Age_30-44","employed",32131,1169,0.03638230991877
"1669","Female","Others","Undergraduates or similar degree","FL","Age_30-44","unemployed",32131,304,0.00946126793439358
"1670","Female","Others","Undergraduates or similar degree","FL","Age_45-59","employed",32131,1479,0.0460303134045003
"1671","Female","Others","Undergraduates or similar degree","FL","Age_45-59","unemployed",32131,479,0.0149077215150478
"1672","Female","Others","Undergraduates or similar degree","FL","Age_60-74","employed",32131,675,0.0210077495253805
"1673","Female","Others","Undergraduates or similar degree","FL","Age_60-74","unemployed",32131,1339,0.041673150539977
"1674","Female","Others","Undergraduates or similar degree","FL","Age_75+","employed",32131,49,0.00152500700258318
"1675","Female","Others","Undergraduates or similar degree","FL","Age_75+","unemployed",32131,735,0.0228751050387476
"1676","Male","Asian","Graduates or higher degree","FL","Age_18-29","employed",32131,4,0.00012449036755781
"1677","Male","Asian","Graduates or higher degree","FL","Age_18-29","unemployed",32131,1,3.11225918894526e-05
"1678","Male","Asian","Graduates or higher degree","FL","Age_30-44","employed",32131,34,0.00105816812424139
"1679","Male","Asian","Graduates or higher degree","FL","Age_30-44","unemployed",32131,4,0.00012449036755781
"1680","Male","Asian","Graduates or higher degree","FL","Age_45-59","employed",32131,20,0.000622451837789051
"1681","Male","Asian","Graduates or higher degree","FL","Age_60-74","employed",32131,9,0.000280103327005073
"1682","Male","Asian","Graduates or higher degree","FL","Age_60-74","unemployed",32131,9,0.000280103327005073
"1683","Male","Asian","Graduates or higher degree","FL","Age_75+","employed",32131,1,3.11225918894526e-05
"1684","Male","Asian","Graduates or higher degree","FL","Age_75+","unemployed",32131,14,0.000435716286452336
"1685","Male","Asian","Highschool","FL","Age_18-29","employed",32131,18,0.000560206654010146
"1686","Male","Asian","Highschool","FL","Age_18-29","unemployed",32131,9,0.000280103327005073
"1687","Male","Asian","Highschool","FL","Age_30-44","employed",32131,17,0.000529084062120693
"1688","Male","Asian","Highschool","FL","Age_30-44","unemployed",32131,1,3.11225918894526e-05
"1689","Male","Asian","Highschool","FL","Age_45-59","employed",32131,14,0.000435716286452336
"1690","Male","Asian","Highschool","FL","Age_45-59","unemployed",32131,1,3.11225918894526e-05
"1691","Male","Asian","Highschool","FL","Age_60-74","employed",32131,6,0.000186735551336715
"1692","Male","Asian","Highschool","FL","Age_60-74","unemployed",32131,7,0.000217858143226168
"1693","Male","Asian","Highschool","FL","Age_75+","employed",32131,1,3.11225918894526e-05
"1694","Male","Asian","Highschool","FL","Age_75+","unemployed",32131,7,0.000217858143226168
"1695","Male","Asian","Less than highschool","FL","Age_30-44","employed",32131,4,0.00012449036755781
"1696","Male","Asian","Less than highschool","FL","Age_45-59","employed",32131,4,0.00012449036755781
"1697","Male","Asian","Less than highschool","FL","Age_60-74","unemployed",32131,4,0.00012449036755781
"1698","Male","Asian","Less than highschool","FL","Age_75+","unemployed",32131,4,0.00012449036755781
"1699","Male","Asian","Undergraduates or similar degree","FL","Age_18-29","employed",32131,27,0.000840309981015219
"1700","Male","Asian","Undergraduates or similar degree","FL","Age_18-29","unemployed",32131,11,0.000342348510783978
"1701","Male","Asian","Undergraduates or similar degree","FL","Age_30-44","employed",32131,45,0.00140051663502536
"1702","Male","Asian","Undergraduates or similar degree","FL","Age_30-44","unemployed",32131,2,6.22451837789051e-05
"1703","Male","Asian","Undergraduates or similar degree","FL","Age_45-59","employed",32131,41,0.00127602626746755
"1704","Male","Asian","Undergraduates or similar degree","FL","Age_45-59","unemployed",32131,7,0.000217858143226168
"1705","Male","Asian","Undergraduates or similar degree","FL","Age_60-74","employed",32131,11,0.000342348510783978
"1706","Male","Asian","Undergraduates or similar degree","FL","Age_60-74","unemployed",32131,16,0.000497961470231241
"1707","Male","Asian","Undergraduates or similar degree","FL","Age_75+","unemployed",32131,7,0.000217858143226168
"1708","Male","Black","Graduates or higher degree","FL","Age_18-29","employed",32131,4,0.00012449036755781
"1709","Male","Black","Graduates or higher degree","FL","Age_30-44","employed",32131,23,0.000715819613457409
"1710","Male","Black","Graduates or higher degree","FL","Age_30-44","unemployed",32131,2,6.22451837789051e-05
"1711","Male","Black","Graduates or higher degree","FL","Age_45-59","employed",32131,19,0.000591329245899599
"1712","Male","Black","Graduates or higher degree","FL","Age_60-74","employed",32131,12,0.000373471102673431
"1713","Male","Black","Graduates or higher degree","FL","Age_60-74","unemployed",32131,13,0.000404593694562883
"1714","Male","Black","Graduates or higher degree","FL","Age_75+","unemployed",32131,10,0.000311225918894526
"1715","Male","Black","Highschool","FL","Age_18-29","employed",32131,92,0.00286327845382963
"1716","Male","Black","Highschool","FL","Age_18-29","unemployed",32131,105,0.00326787214839252
"1717","Male","Black","Highschool","FL","Age_30-44","employed",32131,118,0.0036724658429554
"1718","Male","Black","Highschool","FL","Age_30-44","unemployed",32131,100,0.00311225918894526
"1719","Male","Black","Highschool","FL","Age_45-59","employed",32131,147,0.00457502100774953
"1720","Male","Black","Highschool","FL","Age_45-59","unemployed",32131,112,0.00348573029161869
"1721","Male","Black","Highschool","FL","Age_60-74","employed",32131,56,0.00174286514580934
"1722","Male","Black","Highschool","FL","Age_60-74","unemployed",32131,101,0.00314338178083471
"1723","Male","Black","Highschool","FL","Age_75+","employed",32131,4,0.00012449036755781
"1724","Male","Black","Highschool","FL","Age_75+","unemployed",32131,49,0.00152500700258318
"1725","Male","Black","Less than highschool","FL","Age_18-29","employed",32131,1,3.11225918894526e-05
"1726","Male","Black","Less than highschool","FL","Age_18-29","unemployed",32131,4,0.00012449036755781
"1727","Male","Black","Less than highschool","FL","Age_30-44","employed",32131,8,0.00024898073511562
"1728","Male","Black","Less than highschool","FL","Age_30-44","unemployed",32131,12,0.000373471102673431
"1729","Male","Black","Less than highschool","FL","Age_45-59","employed",32131,5,0.000155612959447263
"1730","Male","Black","Less than highschool","FL","Age_45-59","unemployed",32131,14,0.000435716286452336
"1731","Male","Black","Less than highschool","FL","Age_60-74","employed",32131,6,0.000186735551336715
"1732","Male","Black","Less than highschool","FL","Age_60-74","unemployed",32131,25,0.000778064797236314
"1733","Male","Black","Less than highschool","FL","Age_75+","employed",32131,3,9.33677756683577e-05
